ImageFile,LabelText,QuestionType,QuestionText,CorrectAnswer_congr,ImageFile_All_list,LabelText_all,True_Ans_all,loop_1_block.thisRepN,loop_1_block.thisTrialN,loop_1_block.thisN,loop_1_block.thisIndex,loop_2_block.thisRepN,loop_2_block.thisTrialN,loop_2_block.thisN,loop_2_block.thisIndex,thisRow.t,notes,instr_1.started,instr_1.stopped,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_1.duration,quest_1.started,quest_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,pic_1.started,pic_1.stopped,ans_quest_1.started,key_resp_ans_quest_1.started,ans_quest_1.stopped,key_resp_ans_quest_1.keys,key_resp_ans_quest_1.corr,key_resp_ans_quest_1.rt,key_resp_ans_quest_1.duration,instr_2.started,instr_2.stopped,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_2.duration,pic2.started,key_resp_recognition.started,pic2.stopped,key_resp_recognition.keys,key_resp_recognition.corr,key_resp_recognition.rt,key_resp_recognition.duration,final_text.started,text_fin.started,text_fin.stopped,final_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.004999799999950483,13.335368400000334,space,12.821073100000376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
img22.png,ВАЛЕНОНЕ-МАЛЕНОНЕ,Перцептивный,Слово написано большими буквами?,right,,,,0,0,0,21,,,,,13.374942100000226,,,,,,,13.356198100000256,15.201718100000107,space,1.3459717000000637,None,15.205241300000125,17.717591800000264,17.717611699999907,17.734033900000213,19.501771199999894,right,1,1.7562789999997221,None,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
img8.png,ТАРЕМАТТО-КАРЕМАТТО,Фонологический,Слово рифмуется с  "ветератто"?,right,,,,0,1,1,7,,,,,19.518565200000012,,,,,,,19.502675100000033,20.46854710000025,space,0.44462819999989733,None,20.46892670000034,22.9841707999999,22.984187400000337,23.000690300000315,23.985163700000157,right,1,0.9777396000004046,None,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
img15.png,кареттето-мареттето,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,2,2,14,,,,,24.003032500000245,,,,,,,23.98583580000013,25.819113900000048,space,1.3113014000000476,None,25.819533800000045,28.3342990000001,28.334313900000325,28.350735800000166,28.86858540000003,right,1,0.5103825000001052,None,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
img6.png,КАРОФЕЛЛО-МАРОФЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,3,3,5,,,,,28.884052000000338,,,,,,,28.869285199999922,30.068435300000147,space,0.6715672999998787,None,30.068814400000065,32.58423870000024,32.58425360000001,32.60073740000007,33.301783500000056,right,1,0.6885590000001685,None,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
img4.png,СИЛЬВЕСТЕТТО-ДИЛЬВЕСТЕТТО,Перцептивный,Слово написано большими буквами?,right,,,,0,4,4,3,,,,,33.31747919999998,,,,,,,33.30246880000004,34.418489200000295,space,0.588872000000265,None,34.418860900000254,36.934263699999974,36.934277900000325,36.950712100000146,37.585227699999905,right,1,0.6251105999999709,None,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
img24.png,ФАРИМОРА-САРИМОРА,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,5,5,23,,,,,37.601205700000264,,,,,,,37.585914799999955,39.035151399999904,space,0.9229159999999865,None,39.03551779999998,41.55091100000027,41.55092590000004,41.567396200000076,42.35220570000001,right,1,0.781419299999925,None,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
img3.png,бенедетто-фенедетто,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,6,6,2,,,,,42.367512199999965,,,,,,,42.35287510000035,44.06873870000027,space,1.1996546000000308,None,44.06910590000007,46.58423739999989,46.584251199999926,46.600661299999956,47.50213050000002,right,1,0.8985639999996238,None,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
img1.png,валичино-саличино,Перцептивный,Слово написано большими буквами?,left,,,,0,7,7,0,,,,,47.51739640000005,,,,,,,47.50282169999991,49.7185542000002,space,1.6926381000002948,None,49.718920400000115,52.23425780000025,52.23427240000001,52.25065949999998,52.78537890000007,right,0,0.532195899999806,None,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
img10.png,ТАЛЕРОНЕ-КАРЕЛОНЕ,Перцептивный,Слово написано большими буквами?,right,,,,0,8,8,9,,,,,52.800805800000035,,,,,,,52.7860711000003,54.4851463,space,1.1677498000003652,None,54.4855106,57.00083050000012,57.00084530000004,57.0174648000002,57.71867680000014,right,1,0.6948832000002767,None,,,,,,,,,,,,,,,,,866026,001,2025-05-19_22h03.43.743,con_exp,2023.2.3,59.989729758411315,2025-05-19 22h03.57.784401 +0300,
