62.7984 	EXP 	text_label_1: autoDraw = False
62.7984 	EXP 	text_ans_quest_right: autoDraw = True
62.7984 	EXP 	text_ans_quest_left: autoDraw = True
63.5517 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'ImageFile': 'img12.png', 'LabelText': 'МАЛИВОРА-БАЛИВОРА', 'QuestionType': 'Самоотнесенный', 'QuestionText': 'Ассоциируете ли Вы себя с этим словом?', 'CorrectAnswer_congr': 'right', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
63.5565 	DATA 	Keypress: left
63.5605 	EXP 	text_ans_quest_right: autoDraw = False
63.5605 	EXP 	text_ans_quest_left: autoDraw = False
63.5605 	EXP 	text: height = 0.05
63.5605 	EXP 	text: height = 0.05
63.5605 	EXP 	text: height = 0.05
63.5605 	EXP 	text: text = 'Ассоциируете ли Вы себя с этим словом?'
63.5605 	EXP 	text: autoDraw = True
63.5605 	EXP 	text_2: autoDraw = True
64.0487 	INFO 	Keyboard events cleared
65.6256 	DATA 	Keypress: space
65.6285 	EXP 	text: autoDraw = False
65.6285 	EXP 	text_2: autoDraw = False
65.6285 	EXP 	image_1: image = 'img12.png'
65.6285 	EXP 	text_label_1: height = 0.05
65.6285 	EXP 	text_label_1: height = 0.05
65.6285 	EXP 	text_label_1: height = 0.05
65.6285 	EXP 	text_label_1: text = 'МАЛИВОРА-БАЛИВОРА'
65.6285 	EXP 	image_1: autoDraw = True
65.6285 	EXP 	text_label_1: autoDraw = True
68.1153 	INFO 	Keyboard events cleared
68.1151 	EXP 	image_1: autoDraw = False
68.1151 	EXP 	text_label_1: autoDraw = False
68.1151 	EXP 	text_ans_quest_right: autoDraw = True
68.1151 	EXP 	text_ans_quest_left: autoDraw = True
68.8238 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'ImageFile': 'img15.png', 'LabelText': 'кареттето-мареттето', 'QuestionType': 'Самоотнесенный', 'QuestionText': 'Ассоциируете ли Вы себя с этим словом?', 'CorrectAnswer_congr': 'right', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
68.8256 	DATA 	Keypress: right
68.8317 	EXP 	text_ans_quest_right: autoDraw = False
68.8317 	EXP 	text_ans_quest_left: autoDraw = False
68.8317 	EXP 	text: text = 'Ассоциируете ли Вы себя с этим словом?'
68.8317 	EXP 	text: autoDraw = True
68.8317 	EXP 	text_2: autoDraw = True
69.3210 	INFO 	Keyboard events cleared
72.3392 	DATA 	Keypress: space
72.3422 	EXP 	text: autoDraw = False
72.3422 	EXP 	text_2: autoDraw = False
72.3422 	EXP 	image_1: image = 'img15.png'
72.3422 	EXP 	text_label_1: height = 0.05
72.3422 	EXP 	text_label_1: height = 0.05
72.3422 	EXP 	text_label_1: height = 0.05
72.3422 	EXP 	text_label_1: text = 'кареттето-мареттето'
72.3422 	EXP 	image_1: autoDraw = True
72.3422 	EXP 	text_label_1: autoDraw = True
74.8320 	INFO 	Keyboard events cleared
74.8318 	EXP 	image_1: autoDraw = False
74.8318 	EXP 	text_label_1: autoDraw = False
74.8318 	EXP 	text_ans_quest_right: autoDraw = True
74.8318 	EXP 	text_ans_quest_left: autoDraw = True
75.8369 	DATA 	Keypress: space
76.5021 	DATA 	Keypress: space
76.9180 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'ImageFile': 'img21.png', 'LabelText': 'фалероне-далероне', 'QuestionType': 'Самоотнесенный', 'QuestionText': 'Ассоциируете ли Вы себя с этим словом?', 'CorrectAnswer_congr': 'right', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
76.9197 	DATA 	Keypress: left
76.9232 	EXP 	text_ans_quest_right: autoDraw = False
76.9232 	EXP 	text_ans_quest_left: autoDraw = False
76.9232 	EXP 	text: text = 'Ассоциируете ли Вы себя с этим словом?'
76.9232 	EXP 	text: autoDraw = True
76.9232 	EXP 	text_2: autoDraw = True
77.4153 	INFO 	Keyboard events cleared
