ImageFile,LabelText,QuestionType,QuestionText,CorrectAnswer,loop_1_block.thisRepN,loop_1_block.thisTrialN,loop_1_block.thisN,loop_1_block.thisIndex,thisRow.t,notes,instr_1.started,instr_1.stopped,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_1.duration,quest_1.started,quest_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,pic_1.started,pic_1.stopped,ans_quest_1.started,key_resp_ans_quest_1.started,ans_quest_1.stopped,key_resp_ans_quest_1.keys,key_resp_ans_quest_1.corr,key_resp_ans_quest_1.rt,key_resp_ans_quest_1.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.04238299999269657,1.1055843999929493,space,0.5872893000050681,None,,,,,,,,,,,,,,,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
img22.png,ФАСТФУДОРО-ВЕРБЛЮДОРО,Перцептивный,Слово написано большими буквами?,right,0,0,0,21,1.1588130999880377,,,,,,,1.1321178999933181,4.122442399995634,space,2.505111600010423,None,4.126459599996451,6.638188999990234,6.63821019999159,6.654638099993463,7.256278199987719,right,1,0.5964297000027727,None,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
img4.png,ДИВАНИТТО-ТЮЛЕНИТТО,Перцептивный,Слово написано большими буквами?,right,0,1,1,3,7.2729293999873335,,,,,,,7.257204299996374,8.139535099995555,space,0.36322159999690484,None,8.139910499987309,10.654891699989093,10.654906799987657,10.671414199998253,11.056231699985801,right,1,0.37919190000684466,None,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
img21.png,туалетто-кенгуретто,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,0,2,2,20,11.07796569999482,,,,,,,11.057082899991656,11.72230279998621,space,0.1374809999979334,None,11.722729499990237,14.238386099998024,14.238404899995658,14.254695299998275,14.722479599993676,right,1,0.4523248000041349,None,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
img13.png,мандарино-пингвинино,Перцептивный,Слово написано большими буквами?,left,0,3,3,12,14.738085199991474,,,,,,,14.723363099998096,15.555854499994894,space,0.30502810000325553,None,15.556335699991905,18.071834699992905,18.07185589999426,18.087966599996435,19.339106499988702,right,0,1.242397499998333,None,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
img18.png,РУБИНОРО-ДЕЛЬФИНОРО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,0,4,4,17,19.35666529998707,,,,,,,19.339871099989978,20.522530099988217,space,0.6559142000041902,None,20.523107299988624,23.02537209998991,23.025410199988983,23.03872539999429,23.85553189998609,right,1,0.8037361000024248,None,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
img15.png,огурцони-акулони,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,0,5,5,14,23.871372299996438,,,,,,,23.856575099998736,24.755861199999345,space,0.36844969999219757,None,24.756274699990172,27.27148209999723,27.271496099987417,27.288075099990238,27.68921369999589,right,1,0.390289600007236,None,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
img12.png,ЛАНДЫШЕЛЛО-МАРТЫШЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,0,6,6,11,27.704925999991246,,,,,,,27.69061459999648,28.389297799993074,space,0.1835566999943694,None,28.38982369999576,30.904880699992646,30.904902999987826,30.921555199995055,31.722726499996497,right,1,0.7933775999990758,None,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
img19.png,сахарини-комарини,Перцептивный,Слово написано большими буквами?,left,0,7,7,18,31.738009399996372,,,,,,,31.723618199990597,32.75593929999741,space,0.5082670999981929,None,32.75646049999341,35.25841229999787,35.25846989999991,35.27558549999958,35.82724979998602,right,0,0.5364102000021376,None,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
img24.png,ШАМПИНЬОРО-ОСЬМИНОРО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,0,8,8,23,35.858362999992096,,,,,,,35.83036729999003,36.722550599995884,space,0.38268609999795444,None,36.72301339999831,39.23832799999218,39.2383492999943,39.25508959998842,40.05658609999227,right,1,0.7966563999943901,None,338723,001,2025-05-19_18h59.26.267,con_exp,2023.2.3,60.01485967887236,2025-05-19 19h01.50.861075 +0300,
