ImageFile,LabelText,QuestionType,QuestionText,CorrectAnswer_congr,ImageFile_All_list,LabelText_all,True_Ans_all,loop_1_block.thisRepN,loop_1_block.thisTrialN,loop_1_block.thisN,loop_1_block.thisIndex,loop_2_block.thisRepN,loop_2_block.thisTrialN,loop_2_block.thisN,loop_2_block.thisIndex,thisRow.t,notes,instr_1.started,instr_1.stopped,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_1.duration,quest_1.started,quest_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,pic_1.started,pic_1.stopped,ans_quest_1.started,key_resp_ans_quest_1.started,ans_quest_1.stopped,key_resp_ans_quest_1.keys,key_resp_ans_quest_1.corr,key_resp_ans_quest_1.rt,key_resp_ans_quest_1.duration,instr_2.started,instr_2.stopped,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_2.duration,pic2.started,key_resp_recognition.started,pic2.stopped,key_resp_recognition.keys,key_resp_recognition.corr,key_resp_recognition.rt,key_resp_recognition.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.0057883999979821965,1.5950411999947391,space,1.073146299997461,None,,,,,,,,,,,,,,,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
img15.png,огурцони-акулони,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,0,0,14,,,,,1.642164299992146,,,,,,,1.6160072999919066,3.6951616000005743,space,1.573331000006874,None,3.6971493999881204,6.210740099995746,6.210755399995833,6.227324799998314,6.611712699988857,right,1,0.3693700000003446,None,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
img7.png,кирпичони-саранчони,Перцептивный,Слово написано большими буквами?,left,,,,0,1,1,6,,,,,6.629788799997186,,,,,,,6.612635199999204,7.378501499988488,space,0.2455543999967631,None,7.378882199991494,9.89409849999356,9.894119799995678,9.91065219999291,14.545387799997116,right,0,4.617915199996787,None,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
img17.png,пиццерретто-голубетто,Фонологический,Слово рифмуется с "облакоро"?,left,,,,0,2,2,16,,,,,14.56159879999177,,,,,,,14.54609459999483,15.07853410000098,space,0.003116400010185316,None,15.078927999988082,17.594312299988815,17.594328699997277,17.61062619999575,18.045371599990176,right,0,0.4298404000001028,None,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
img12.png,ЛАНДЫШЕЛЛО-МАРТЫШЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,3,3,11,,,,,18.06053069999325,,,,,,,18.04607899999246,18.945027399997343,space,0.3718205999903148,None,18.945413599998574,21.46076419999008,21.460777899992536,21.47721849998925,21.895693799990113,right,1,0.41314729998703115,None,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
img6.png,КАРТОШЕЛЛО-КУКУШЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,4,4,5,,,,,21.91061869999976,,,,,,,21.896475299989106,22.595259299996542,space,0.183294600006775,None,22.59563049999997,25.110771099993144,25.11080489998858,25.127315999998245,25.511712599996827,right,1,0.36953969999740366,None,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
img4.png,ДИВАНИТТО-ТЮЛЕНИТТО,Перцептивный,Слово написано большими буквами?,right,,,,0,5,5,3,,,,,25.52758909999102,,,,,,,25.51242449998972,26.095009500000742,space,0.05726850000792183,None,26.09537549999368,28.610802399998647,28.61081669999112,28.627337499987334,30.645091200000024,right,1,2.0117358999996213,None,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
img13.png,мандарино-пингвинино,Перцептивный,Слово написано большими буквами?,left,,,,0,6,6,12,,,,,30.660608799997135,,,,,,,30.64569510000001,31.245118099992396,space,0.08169019999331795,None,31.245490099987364,33.76079459999164,33.760808999999426,33.777263399999356,34.87853499999619,right,0,1.10007190000033,None,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
img1.png,арбузоро-гепардоро,Перцептивный,Слово написано большими буквами?,left,,,,0,7,7,0,,,,,34.89397629999439,,,,,,,34.87924309998925,35.44528079999145,space,0.04339360000449233,None,35.445646499996656,37.960728899997775,37.96074319999025,37.97735409998859,39.428366399995866,right,0,1.4355330000107642,None,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
img10.png,КУВШИНО-ЛОШАДИНО,Перцептивный,Слово написано большими буквами?,right,,,,0,8,8,9,,,,,39.44406359999266,,,,,,,39.42906640000001,40.628571699999156,space,0.6829944000055548,None,40.62895129999379,43.14414389999001,43.144161199990776,43.160662099995534,43.71191149999504,right,1,0.5483165999903576,None,,,,,,,,,,,,,396913,001,2025-05-19_19h39.11.537,con_exp,2023.2.3,60.016084314294645,2025-05-19 19h39.43.586175 +0300,
