ImageFile,LabelText,QuestionType,QuestionText,CorrectAnswer_congr,ImageFile_All_list,LabelText_all,True_Ans_all,loop_1_block.thisRepN,loop_1_block.thisTrialN,loop_1_block.thisN,loop_1_block.thisIndex,loop_2_block.thisRepN,loop_2_block.thisTrialN,loop_2_block.thisN,loop_2_block.thisIndex,thisRow.t,notes,instr_1.started,instr_1.stopped,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_1.duration,quest_1.started,quest_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,pic_1.started,pic_1.stopped,ans_quest_1.started,key_resp_ans_quest_1.started,ans_quest_1.stopped,key_resp_ans_quest_1.keys,key_resp_ans_quest_1.corr,key_resp_ans_quest_1.rt,key_resp_ans_quest_1.duration,instr_2.started,instr_2.stopped,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_2.duration,pic2.started,key_resp_recognition.started,pic2.stopped,key_resp_recognition.keys,key_resp_recognition.corr,key_resp_recognition.rt,key_resp_recognition.duration,final_text.started,text_fin.started,text_fin.stopped,final_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.011896799999931318,47.02237489999993,space,46.510656400000016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img23.png,чайничитто-кошачитто,Фонологический,Слово рифмуется с "туманетто"?,left,,,,0,0,0,22,,,,,47.08312749999982,,,,,,,47.05849319999993,53.03557460000002,space,5.4947455000001355,None,53.04359599999998,55.55130209999993,55.55132239999989,55.5678105999998,57.95229039999981,right,0,2.381731999999829,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img1.png,арбузоро-гепардоро,Перцептивный,Слово написано большими буквами?,left,,,,0,1,1,0,,,,,57.96791949999988,,,,,,,57.9532236,59.56899989999988,space,1.0903923999999279,None,59.56936780000001,62.08470599999987,62.0847190999998,62.10131359999991,64.06909899999982,right,0,1.9517154000000119,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img7.png,кирпичони-саранчони,Перцептивный,Слово написано большими буквами?,left,,,,0,2,2,6,,,,,64.08447069999988,,,,,,,64.06979239999987,65.65239049999991,space,1.05292089999989,None,65.65275259999999,68.16810239999995,68.16811659999985,68.18449629999986,71.13613809999993,right,0,2.9485297999999602,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img13.png,мандарино-пингвинино,Перцептивный,Слово написано большими буквами?,left,,,,0,3,3,12,,,,,71.15129819999993,,,,,,,71.1367902999998,72.7857606,space,1.1282504999999219,None,72.78613999999993,75.3015175999999,75.30153459999997,75.31801649999989,76.4359109999998,right,0,1.1065370999999686,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img17.png,пиццерретто-голубетто,Фонологический,Слово рифмуется с "облакоро"?,left,,,,0,4,4,16,,,,,76.45130459999996,,,,,,,76.43657369999983,77.76987169999984,space,0.8085315999999239,None,77.77042329999995,80.28481089999991,80.28482769999982,80.30146679999984,81.55252289999999,right,0,1.2470529999998234,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img21.png,туалетто-кенгуретто,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,5,5,20,,,,,81.5709824999999,,,,,,,81.553224,85.06893349999996,space,2.989663400000154,None,85.06929639999998,87.58473140000001,87.58474549999983,87.60123939999994,93.66930089999983,right,1,6.057284600000003,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img5.png,журналетто-кабанетто,Фонологический,Слово рифмуется с "пейзажини"?,left,,,,0,6,6,4,,,,,93.69257349999998,,,,,,,93.6704858999999,95.60247869999989,space,1.4093391000001247,None,95.60286689999998,98.11797579999984,98.11799029999997,98.13466289999997,99.36893329999998,right,0,1.218095799999901,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img4.png,ДИВАНИТТО-ТЮЛЕНИТТО,Перцептивный,Слово написано большими буквами?,right,,,,0,7,7,3,,,,,99.38480279999999,,,,,,,99.36963189999983,100.58562399999983,space,0.7028076999999939,None,100.58600549999983,103.10144779999996,103.1014631999999,103.11788019999995,103.7534091,right,1,0.6262795000000096,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img19.png,сахарини-комарини,Перцептивный,Слово написано большими буквами?,left,,,,0,8,8,18,,,,,103.76838389999989,,,,,,,103.75468469999987,104.91891049999981,space,0.638597000000118,None,104.91926990000002,107.43478329999994,107.43479749999983,107.45136860000002,108.03559419999988,right,0,0.5784461999999166,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img8.png,КЛУБНИЧИТТО-ХОМЯЧИТТО,Фонологический,Слово рифмуется с  "ветеритто"?,right,,,,0,9,9,7,,,,,108.0512260999999,,,,,,,108.03627019999999,109.08580559999996,space,0.531276600000183,None,109.08618919999981,111.6013473999999,111.60136149999994,111.61786080000002,112.25233800000001,right,1,0.6258878999999524,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img10.png,КУВШИНО-ЛОШАДИНО,Перцептивный,Слово написано большими буквами?,right,,,,0,10,10,9,,,,,112.26792609999984,,,,,,,112.25303129999998,113.88575809999998,space,1.1143408000000363,None,113.8861336,116.4014267,116.40144209999994,116.41814649999992,116.85216419999983,right,1,0.4266211999999996,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img15.png,огурцони-акулони,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,11,11,14,,,,,116.86787789999994,,,,,,,116.85287589999984,118.6696179999999,space,1.28820769999993,None,118.67005069999982,121.18481980000001,121.18483389999983,121.20132309999985,121.8045032,right,1,0.5891305000000102,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img12.png,ЛАНДЫШЕЛЛО-МАРТЫШЕЛЛО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,12,12,11,,,,,121.81805069999996,,,,,,,121.8055405,123.50256330000002,space,1.1815857000001415,None,123.50294739999981,126.01842709999983,126.01845159999993,126.03499069999998,126.51902949999999,right,1,0.4784534000000349,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img3.png,барахлоро-коалоро,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,right,,,,0,13,13,2,,,,,126.53459739999994,,,,,,,126.51968639999996,128.63570789999994,space,1.5919248000000152,None,128.63608569999997,131.15139999999997,131.15141329999983,131.16792079999982,131.7860536999999,right,1,0.602243000000044,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
img2.png,БАНАНОРО-ФАЗАНОРО,Фонологический,Слово рифмуется с "облакоро"?,right,,,,0,14,14,1,,,,,131.80585989999986,,,,,,,131.78680359999998,134.0191878999999,space,1.7145850999997947,None,134.0195772999998,136.53476649999993,136.5347807999999,136.55127659999994,137.70350629999984,right,1,1.1473742999999104,None,,,,,,,,,,,,,,,,,315882,001,2025-05-19_21h46.30.255,con_exp,2023.2.3,59.9984040424415,2025-05-19 21h46.47.156212 +0300,
