ImageFile,LabelText,QuestionType,QuestionText,CorrectAnswer,loop_1_block.thisRepN,loop_1_block.thisTrialN,loop_1_block.thisN,loop_1_block.thisIndex,thisRow.t,notes,instr_1.started,instr_1.stopped,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_1.duration,quest_1.started,quest_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,pic_1.started,pic_1.stopped,ans_quest_1.started,ans_quest_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.03242909999971744,0.697818799992092,space,0.18332520000694785,None,,,,,,,,,,640880,001,2025-05-19_17h41.05.175,con_exp,2023.2.3,60.01687674499121,2025-05-19 17h41.19.106600 +0300,
img17.png,пиццерретто-голубетто,Фонологический,Слово рифмуется с "облакоро"?,left,0,0,0,16,0.7538990999892121,,,,,,,0.7329900999902748,4.647322199991322,space,3.418355200003134,None,4.651016499992693,4.651639699994121,4.651662799995393,4.652033599995775,640880,001,2025-05-19_17h41.05.175,con_exp,2023.2.3,60.01687674499121,2025-05-19 17h41.19.106600 +0300,
img11.png,лавашетто-лягушето,Фонологический,Слово рифмуется с "туманетто"?,right,0,1,1,10,4.665698699987843,,,,,,,4.652380999992602,6.114756199996918,space,0.9457677000027616,None,6.115149599994766,6.115560999998706,6.115577499993378,6.115959999995539,640880,001,2025-05-19_17h41.05.175,con_exp,2023.2.3,60.01687674499121,2025-05-19 17h41.19.106600 +0300,
img15.png,огурцони-акулони,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,None,0,2,2,14,6.132450199991581,,,,,,,6.11622849998821,7.080633199992008,space,0.4351419000013266,None,7.0810119999950984,7.081380799994804,7.081396900000982,7.081760100001702,640880,001,2025-05-19_17h41.05.175,con_exp,2023.2.3,60.01687674499121,2025-05-19 17h41.19.106600 +0300,
img14.png,МОНИТОРО-КАМБАЛОРО,Фонологический,Слово рифмуется с "ветеритто"?,left,0,3,3,13,7.096414399988134,,,,,,,7.082097699996666,8.114550300000701,space,0.506855200001155,None,8.115099899994675,8.115439599991078,8.115454099999624,8.115738799999235,640880,001,2025-05-19_17h41.05.175,con_exp,2023.2.3,60.01687674499121,2025-05-19 17h41.19.106600 +0300,
img18.png,РУБИНОРО-ДЕЛЬФИНОРО,Самоотнесенный,Ассоциируете ли Вы себя с этим словом?,None,0,4,4,17,8.131674599993858,,,,,,,8.11604539999098,8.997212899994338,space,0.35640109999803826,None,8.997572799999034,8.997939799999585,8.99795649999578,8.998322300001746,640880,001,2025-05-19_17h41.05.175,con_exp,2023.2.3,60.01687674499121,2025-05-19 17h41.19.106600 +0300,
,,,,,,,,,9.013519599990104,,,,,,,8.998614199997974,,,,,,,,,,,,,,,,
